number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,price,room_type,neighbourhood,neighbourhood_group
0.0397456279809221,0.4285714285714286,0.0,0.852054794520548,120,0,13,0
0.12877583465818762,0.21428571428571427,0.0,0.7479452054794521,135,0,8,1
0.15421303656597776,0.4285714285714286,0.0,0.8465753424657534,150,1,2,1
0.3942766295707472,0.14285714285714285,0.0,0.589041095890411,130,0,25,2
0.09697933227344993,0.4285714285714286,0.0,0.726027397260274,110,1,6,0
0.017488076311605726,0.14285714285714285,0.0,0.0,115,1,6,0
0.21462639109697934,0.14285714285714285,0.3333333333333333,0.526027397260274,80,0,13,0
0.17806041335453102,0.0,0.6666666666666667,0.6876712328767123,80,0,6,0
0.11605723370429254,0.07142857142857142,0.0,0.8273972602739726,151,1,8,1
0.13036565977742448,0.14285714285714285,0.0,0.3835616438356164,228,1,12,0
0.5214626391096979,0.07142857142857142,0.0,0.6410958904109589,144,1,20,0
0.030206677265500796,0.4285714285714286,0.0,0.7041095890410959,200,1,26,1
0.030206677265500796,0.2857142857142857,0.0,0.8246575342465754,110,0,23,1
0.4594594594594595,0.07142857142857142,0.3333333333333333,0.8054794520547945,69,0,7,1
0.21939586645469,0.21428571428571427,0.6666666666666667,0.8767123287671232,49,0,20,0
0.06677265500794913,0.07142857142857142,0.0,0.7205479452054795,80,0,12,0
0.10492845786963435,0.07142857142857142,0.3333333333333333,0.6328767123287671,250,1,28,1
0.04292527821939587,0.4285714285714286,0.3333333333333333,0.8,55,0,3,0
0.006359300476947536,0.14285714285714285,0.0,0.0,225,1,16,0
0.5373608903020668,0.0,0.3333333333333333,0.19726027397260273,80,0,19,1
0.23529411764705885,0.0,0.0,0.9917808219178083,275,1,12,0
0.16852146263910972,0.0,0.3333333333333333,0.9205479452054794,99,0,19,1
0.302066772655008,0.21428571428571427,0.0,0.589041095890411,225,1,4,1
0.07790143084260732,0.5714285714285714,0.0,0.3178082191780822,230,1,19,1
0.03656597774244833,0.4285714285714286,0.0,0.2410958904109589,51,0,7,1
0.07790143084260732,0.07142857142857142,0.3333333333333333,0.9205479452054794,65,0,30,1
0.16693163751987283,0.07142857142857142,0.0,0.8328767123287671,105,0,3,0
0.033386327503974564,0.2857142857142857,0.0,0.6136986301369863,190,1,19,1
0.22575516693163752,0.0,0.0,0.8821917808219178,200,0,28,1
0.2273449920508744,0.14285714285714285,0.0,0.36164383561643837,95,0,13,0
0.2655007949125596,0.14285714285714285,0.0,0.8082191780821918,150,0,14,1
0.09697933227344993,0.14285714285714285,1.0,0.6520547945205479,145,0,12,0
0.11128775834658189,0.2857142857142857,0.0,0.8986301369863013,285,1,23,1
0.025437201907790145,0.3571428571428571,0.0,0.10410958904109589,130,1,22,0
0.0397456279809221,0.0,0.0,0.019178082191780823,800,1,32,0
0.09697933227344993,0.14285714285714285,0.0,0.7452054794520548,105,1,12,0
0.3084260731319555,0.14285714285714285,0.0,0.07123287671232877,60,0,19,1
0.003179650238473768,0.0,0.0,0.0,50,0,19,1
0.27662957074721783,0.14285714285714285,1.0,0.7890410958904109,85,0,12,0
0.03815580286168522,0.21428571428571427,0.0,0.8684931506849315,65,0,21,0
0.26391096979332274,0.21428571428571427,0.0,0.5671232876712329,131,1,29,0
0.033386327503974564,0.4285714285714286,0.0,0.4328767123287671,250,1,29,0
0.2670906200317965,0.2857142857142857,0.0,0.0,100,1,12,0
0.1875993640699523,0.14285714285714285,0.3333333333333333,0.024657534246575342,105,1,21,0
0.12877583465818762,0.14285714285714285,0.0,0.5424657534246575,140,1,8,1
0.001589825119236884,0.0,0.0,1.0,89,0,2,1
0.2209856915739269,0.4285714285714286,0.3333333333333333,0.852054794520548,125,1,6,0
0.017488076311605726,0.14285714285714285,0.6666666666666667,0.6,60,0,2,1
0.37042925278219396,0.07142857142857142,0.6666666666666667,0.936986301369863,175,1,33,0
0.10810810810810811,0.07142857142857142,0.0,0.8547945205479452,65,0,30,1
0.07313195548489666,0.21428571428571427,0.3333333333333333,0.6657534246575343,500,1,11,1
0.5325914149443561,0.14285714285714285,0.0,0.41643835616438357,101,0,12,0
0.2702702702702703,0.07142857142857142,0.0,0.947945205479452,100,0,2,1
0.5310015898251192,0.07142857142857142,0.3333333333333333,0.7643835616438356,59,0,7,1
0.01907790143084261,0.4285714285714286,0.0,0.44931506849315067,140,1,19,1
0.011128775834658189,0.07142857142857142,1.0,0.8164383561643835,350,1,19,1
0.06041335453100159,0.2857142857142857,0.0,0.7123287671232876,199,1,26,1
0.5151033386327505,0.14285714285714285,0.0,0.29315068493150687,325,1,12,0
0.04292527821939587,0.3571428571428571,0.0,0.5452054794520548,235,1,8,1
0.18282988871224168,0.0,1.0,0.8191780821917808,225,1,19,1
0.562798092209857,0.07142857142857142,0.6666666666666667,0.0547945205479452,99,0,10,0
0.3100158982511924,0.07142857142857142,0.0,0.8712328767123287,170,1,2,1
0.025437201907790145,0.07142857142857142,0.3333333333333333,0.5917808219178082,400,1,10,0
0.020667726550079493,0.4285714285714286,0.0,0.6136986301369863,170,1,8,1
0.0397456279809221,0.21428571428571427,0.0,0.0,100,1,19,1
0.014308426073131956,0.07142857142857142,0.0,0.8876712328767123,75,0,24,0
0.014308426073131956,0.0,0.0,0.6712328767123288,90,0,12,0
0.033386327503974564,0.2857142857142857,0.0,0.5178082191780822,150,1,28,1
0.057233704292527825,1.0,0.0,0.8410958904109589,85,0,30,1
0.10015898251192369,0.14285714285714285,0.3333333333333333,0.8493150684931506,70,0,6,0
0.24642289348171703,0.14285714285714285,0.6666666666666667,0.5835616438356165,120,1,2,1
0.41335453100158986,0.14285714285714285,0.0,0.7616438356164383,89,0,3,0
0.11605723370429254,0.2857142857142857,0.0,0.5726027397260274,185,1,19,1
0.30683624801271864,0.14285714285714285,0.0,0.0,50,0,20,0
0.05087440381558029,0.14285714285714285,0.0,0.043835616438356165,105,1,23,1
0.0794912559618442,0.07142857142857142,0.6666666666666667,0.6410958904109589,130,0,7,1
0.003179650238473768,0.07142857142857142,0.0,0.4876712328767123,77,0,35,0
0.6772655007949127,0.07142857142857142,0.6666666666666667,0.7534246575342466,76,0,3,0
0.3608903020667727,0.14285714285714285,0.3333333333333333,0.4465753424657534,125,1,6,0
0.13354531001589826,0.21428571428571427,0.6666666666666667,1.0,135,0,3,0
0.015898251192368842,0.14285714285714285,0.0,0.7671232876712328,199,1,12,0
0.006359300476947536,0.07142857142857142,0.0,0.0,140,1,36,0
0.001589825119236884,0.07142857142857142,0.0,0.0027397260273972603,140,0,37,2
0.1971383147853736,0.14285714285714285,0.3333333333333333,0.4657534246575343,115,1,6,0
0.017488076311605726,0.14285714285714285,0.0,0.5150684931506849,160,1,12,0
0.3815580286168522,0.21428571428571427,0.0,0.5863013698630137,195,1,12,0
0.04769475357710652,0.14285714285714285,0.0,0.6794520547945205,195,1,19,1
0.3179650238473768,0.14285714285714285,1.0,0.7178082191780822,80,0,12,0
0.12559618441971385,0.21428571428571427,0.0,0.8410958904109589,156,0,11,1
0.014308426073131956,1.0,0.0,0.9287671232876712,85,0,29,0
0.24642289348171703,0.14285714285714285,0.0,0.0027397260273972603,125,0,12,0
0.006359300476947536,1.0,0.0,0.736986301369863,115,1,29,0
0.05405405405405406,0.07142857142857142,0.0,0.0273972602739726,69,0,4,1
0.04292527821939587,0.3571428571428571,0.0,0.5178082191780822,125,1,12,0
0.20031796502384738,0.21428571428571427,0.3333333333333333,0.7945205479452054,219,1,28,1
0.03656597774244833,0.14285714285714285,0.0,0.6301369863013698,475,1,38,0
0.37201907790143085,0.0,0.3333333333333333,0.44931506849315067,99,1,28,1
0.32114467408585057,0.21428571428571427,0.3333333333333333,0.1452054794520548,69,0,12,0
0.4912559618441972,0.07142857142857142,0.3333333333333333,0.008219178082191782,135,1,6,0
0.022257551669316377,0.14285714285714285,0.0,0.5178082191780822,250,0,40,0
0.006359300476947536,0.14285714285714285,0.0,1.0,250,1,28,1
0.12718600953895073,0.07142857142857142,0.0,0.0,250,1,34,0
0.003179650238473768,0.14285714285714285,0.0,0.0,80,1,2,1
0.4674085850556439,0.07142857142857142,0.6666666666666667,0.9205479452054794,70,0,3,0
0.2384737678855326,0.07142857142857142,0.6666666666666667,0.936986301369863,165,1,33,0
0.26391096979332274,0.07142857142857142,0.0,0.8547945205479452,70,0,41,3
0.07472178060413355,0.07142857142857142,0.0,0.10136986301369863,50,0,21,0
0.3481717011128776,0.0,0.6666666666666667,0.9671232876712329,40,0,42,4
0.30683624801271864,0.07142857142857142,0.0,0.4849315068493151,150,1,12,0
0.13354531001589826,0.0,1.0,0.8493150684931506,125,0,19,1
0.1812400635930048,0.14285714285714285,0.0,0.0,196,1,43,1
0.33863275039745633,0.07142857142857142,0.3333333333333333,0.8794520547945206,110,0,13,0
0.13672496025437203,0.14285714285714285,0.0,0.673972602739726,170,1,11,1
0.12718600953895073,0.14285714285714285,0.6666666666666667,0.6328767123287671,165,1,2,1
0.028616852146263912,0.07142857142857142,0.0,0.0,100,1,2,1
0.3275039745627981,0.07142857142857142,0.3333333333333333,0.0,65,0,13,0
0.19395866454689986,0.21428571428571427,0.3333333333333333,0.6383561643835617,99,0,45,1
0.05246422893481718,0.21428571428571427,0.0,0.0027397260273972603,200,1,12,0
0.08267090620031797,0.2857142857142857,0.0,0.049315068493150684,150,1,16,0
0.20031796502384738,0.14285714285714285,1.0,0.9397260273972603,90,0,6,0
0.08108108108108109,0.14285714285714285,0.6666666666666667,0.684931506849315,120,0,29,0
0.3163751987281399,0.14285714285714285,0.0,0.8931506849315068,75,0,28,1
0.004769475357710652,0.14285714285714285,0.0,0.0,125,1,14,1
0.06518282988871224,0.0,0.0,0.8191780821917808,275,1,7,1
0.17329093799682035,0.07142857142857142,0.0,0.5671232876712329,299,1,23,1
0.24006359300476948,0.2857142857142857,0.6666666666666667,0.4438356164383562,135,1,10,0
0.0,0.9285714285714286,0.3333333333333333,0.0,130,0,28,1
0.45310015898251194,0.0,0.0,0.019178082191780823,83,0,23,1
0.5961844197138315,0.0,0.0,0.8986301369863013,123,0,14,1
0.08267090620031797,0.07142857142857142,0.3333333333333333,1.0,55,0,46,2
0.015898251192368842,0.2857142857142857,0.0,0.0,195,1,7,1
0.017488076311605726,0.07142857142857142,0.0,0.0,80,0,6,0
0.5691573926868045,0.07142857142857142,0.3333333333333333,0.44931506849315067,249,1,12,0
0.015898251192368842,0.3571428571428571,0.0,0.9945205479452055,105,2,7,1
0.3593004769475358,0.07142857142857142,0.6666666666666667,0.684931506849315,100,0,29,0
0.21939586645469,0.0,0.6666666666666667,0.8849315068493151,45,0,42,4
0.32432432432432434,0.2857142857142857,0.0,0.526027397260274,100,0,4,1
0.40222575516693165,0.07142857142857142,0.0,0.3424657534246575,140,1,12,0
0.03656597774244833,0.07142857142857142,0.0,0.2493150684931507,71,0,6,0
0.18282988871224168,0.07142857142857142,0.0,0.2054794520547945,130,0,48,1
0.20508744038155804,0.2857142857142857,0.0,0.7835616438356164,199,1,11,1
0.13036565977742448,0.21428571428571427,0.3333333333333333,0.1643835616438356,69,0,12,0
0.05882352941176471,0.14285714285714285,0.0,0.0,68,0,13,0
0.32432432432432434,0.0,0.0,0.526027397260274,130,1,19,1
0.109697933227345,0.07142857142857142,0.0,0.1589041095890411,195,1,20,0
0.02702702702702703,0.07142857142857142,0.0,0.8,140,1,49,2
0.35294117647058826,0.07142857142857142,0.0,0.7643835616438356,159,1,36,0
0.32591414944356123,0.14285714285714285,0.0,0.0,189,1,19,1
0.1494435612082671,0.14285714285714285,0.0,0.008219178082191782,250,1,7,1
0.011128775834658189,0.14285714285714285,0.0,0.9616438356164384,239,1,19,1
0.17170111287758347,0.07142857142857142,0.0,0.5506849315068493,305,1,50,1
0.35294117647058826,0.14285714285714285,0.3333333333333333,0.6356164383561644,155,1,2,1
0.7281399046104929,0.0,0.3333333333333333,0.7068493150684931,60,0,2,1
0.033386327503974564,0.07142857142857142,0.0,0.7452054794520548,135,0,17,0
0.02702702702702703,0.4285714285714286,0.0,0.9342465753424658,120,0,51,1
0.06518282988871224,0.14285714285714285,0.0,0.6684931506849315,150,1,23,1
0.109697933227345,0.07142857142857142,0.0,0.03287671232876713,135,1,20,0
0.028616852146263912,0.21428571428571427,0.3333333333333333,0.726027397260274,250,1,9,1
0.1494435612082671,0.21428571428571427,0.0,0.9013698630136986,500,1,27,1
0.015898251192368842,0.2857142857142857,0.0,0.2493150684931507,225,1,52,1
0.001589825119236884,0.07142857142857142,0.0,1.0,175,0,2,1
0.20190779014308427,0.07142857142857142,0.0,0.8767123287671232,99,1,19,1
0.006359300476947536,0.21428571428571427,0.0,0.0,195,1,8,1
0.21462639109697934,0.14285714285714285,0.6666666666666667,0.526027397260274,140,1,4,1
0.033386327503974564,0.07142857142857142,0.0,0.0,135,1,53,1
0.055643879173290944,0.07142857142857142,0.0,0.9534246575342465,500,1,14,1
0.015898251192368842,0.9285714285714286,0.3333333333333333,0.0,80,0,2,1
0.2718600953895072,0.21428571428571427,0.3333333333333333,0.9671232876712329,120,0,9,1
0.3783783783783784,0.14285714285714285,0.0,0.005479452054794521,65,1,54,0
0.17647058823529413,0.14285714285714285,0.0,0.1863013698630137,99,1,21,0
0.29411764705882354,0.14285714285714285,0.3333333333333333,0.8931506849315068,175,1,19,1
0.0985691573926868,0.5714285714285714,0.3333333333333333,0.20821917808219179,205,1,14,1
0.1971383147853736,0.14285714285714285,0.6666666666666667,0.7643835616438356,285,1,20,0
0.287758346581876,0.07142857142857142,0.3333333333333333,0.0410958904109589,59,0,12,0
0.7011128775834659,0.2857142857142857,0.0,0.6191780821917808,99,1,56,2
0.07154213036565978,0.0,0.3333333333333333,1.0,39,0,0,0
0.014308426073131956,0.9285714285714286,0.3333333333333333,0.0,60,0,16,0
0.3942766295707472,0.07142857142857142,0.3333333333333333,0.030136986301369864,135,1,6,0
0.2273449920508744,0.2857142857142857,0.3333333333333333,0.8657534246575342,390,1,19,1
0.057233704292527825,0.14285714285714285,1.0,0.7698630136986302,70,0,6,0
0.0,0.4285714285714286,0.3333333333333333,0.8849315068493151,75,0,18,1
0.0,0.14285714285714285,0.0,0.0,200,1,19,1
0.44356120826709067,0.14285714285714285,0.0,0.8246575342465754,100,0,15,0
0.028616852146263912,0.21428571428571427,1.0,0.5178082191780822,70,0,6,0
0.0794912559618442,0.3571428571428571,0.0,0.0,110,0,15,0
0.3608903020667727,0.07142857142857142,0.3333333333333333,0.7863013698630137,60,0,15,0
0.001589825119236884,0.9285714285714286,0.0,0.038356164383561646,90,1,53,1
0.32273449920508746,0.07142857142857142,0.3333333333333333,0.2356164383561644,68,0,19,1
0.33386327503974567,0.07142857142857142,0.0,0.715068493150685,115,1,8,1
0.10174880763116058,0.2857142857142857,0.0,0.1863013698630137,75,0,6,0
0.0,0.14285714285714285,0.0,0.0,60,0,12,0
0.007949125596184421,0.4285714285714286,0.0,0.6328767123287671,129,1,19,1
0.07790143084260732,0.6428571428571428,0.0,0.41643835616438357,130,1,12,0
0.2098569157392687,0.21428571428571427,0.0,0.12602739726027398,95,1,12,0
0.031796502384737683,0.14285714285714285,0.0,0.9972602739726028,75,0,2,1
0.017488076311605726,0.07142857142857142,0.0,0.673972602739726,175,1,16,0
0.08108108108108109,0.14285714285714285,0.0,0.7890410958904109,190,1,33,0
0.10651828298887123,0.14285714285714285,0.0,0.13972602739726028,212,1,19,1
0.17329093799682035,0.0,0.6666666666666667,0.9972602739726028,95,0,23,1
0.014308426073131956,0.07142857142857142,0.0,0.6958904109589041,140,1,12,0
0.2972972972972973,0.3571428571428571,0.0,0.5178082191780822,135,1,2,1
0.34022257551669316,0.07142857142857142,0.3333333333333333,0.7205479452054795,150,1,16,0
0.109697933227345,0.14285714285714285,0.3333333333333333,0.7068493150684931,190,1,34,0
0.1478537360890302,0.14285714285714285,0.0,0.673972602739726,122,0,45,1
0.16534181240063595,0.0,0.3333333333333333,0.9972602739726028,109,0,8,1
0.20190779014308427,0.14285714285714285,0.3333333333333333,0.19726027397260273,145,1,6,0
0.04769475357710652,0.7142857142857143,0.0,0.6821917808219178,195,1,8,1
0.16852146263910972,0.07142857142857142,0.6666666666666667,0.7452054794520548,250,1,33,0
0.009538950715421305,0.14285714285714285,0.0,0.8904109589041096,125,0,20,0
0.30365659777424486,0.07142857142857142,0.0,0.8164383561643835,575,1,53,1
0.07472178060413355,0.2857142857142857,0.0,0.5561643835616439,70,0,21,0
0.1907790143084261,0.07142857142857142,0.0,0.36164383561643837,90,0,18,1
0.08267090620031797,0.14285714285714285,0.0,0.0136986301369863,65,0,19,1
0.07631160572337044,0.07142857142857142,1.0,0.8136986301369863,500,1,19,1
0.05087440381558029,0.14285714285714285,0.3333333333333333,0.7561643835616438,250,1,30,1
0.0794912559618442,0.0,0.0,0.5150684931506849,229,1,20,0
0.06041335453100159,0.8571428571428571,0.0,0.0,110,1,8,1
0.046104928457869634,0.14285714285714285,0.0,0.0410958904109589,59,0,20,0
0.09379968203497616,0.21428571428571427,0.0,0.19452054794520549,195,1,12,0
0.10810810810810811,0.0,0.3333333333333333,0.589041095890411,169,1,12,0
0.041335453100158986,0.9285714285714286,0.6666666666666667,0.6931506849315069,113,1,4,1
0.0492845786963434,0.9285714285714286,0.0,0.2136986301369863,250,1,2,1
0.314785373608903,0.07142857142857142,0.0,0.7041095890410959,115,1,56,2
0.001589825119236884,0.07142857142857142,0.0,0.0,55,0,20,0
0.3497615262321145,0.07142857142857142,0.3333333333333333,0.021917808219178082,69,0,12,0
0.4546899841017488,0.14285714285714285,0.0,0.5232876712328767,150,1,23,1
0.6327503974562798,0.07142857142857142,0.6666666666666667,0.4986301369863014,169,1,10,0
0.057233704292527825,0.14285714285714285,0.0,0.13424657534246576,150,0,7,1
0.009538950715421305,0.21428571428571427,0.0,0.0,135,1,38,0
0.022257551669316377,0.3571428571428571,0.0,0.4273972602739726,350,1,3,0
0.2893481717011129,0.07142857142857142,0.0,0.547945205479452,71,0,19,1
0.10492845786963435,0.14285714285714285,0.3333333333333333,0.0,100,0,32,0
0.12718600953895073,0.14285714285714285,0.3333333333333333,0.2904109589041096,200,1,32,0
0.3815580286168522,0.21428571428571427,0.0,0.7561643835616438,169,1,19,1
0.07313195548489666,0.14285714285714285,0.0,0.6794520547945205,185,1,6,0
0.3624801271860096,0.07142857142857142,0.0,0.5315068493150685,65,1,21,0
0.05246422893481718,0.07142857142857142,0.0,0.0,225,1,19,1
0.007949125596184421,0.2857142857142857,0.0,0.0,150,1,15,0
0.616852146263911,0.0,0.0,0.38904109589041097,139,1,19,1
0.35453100158982515,0.14285714285714285,0.3333333333333333,0.1643835616438356,95,0,60,1
0.24006359300476948,0.07142857142857142,0.3333333333333333,0.14246575342465753,150,1,23,1
0.0,0.2857142857142857,0.6666666666666667,1.0,650,1,3,0
0.3465818759936407,0.14285714285714285,1.0,0.8876712328767123,90,1,6,0
0.1192368839427663,0.07142857142857142,0.3333333333333333,0.6493150684931507,120,1,6,0
0.06677265500794913,0.0,0.3333333333333333,1.0,80,0,56,2
0.5882352941176471,0.07142857142857142,0.0,0.5589041095890411,175,1,6,0
0.16534181240063595,0.2857142857142857,0.0,0.7452054794520548,120,1,15,0
0.020667726550079493,0.4285714285714286,0.0,0.0,140,1,12,0
0.006359300476947536,0.2857142857142857,0.0,0.024657534246575342,200,1,6,0
0.017488076311605726,0.21428571428571427,0.6666666666666667,1.0,165,0,3,0
0.001589825119236884,0.21428571428571427,0.6666666666666667,0.4958904109589041,125,1,26,1
0.20826709062003182,0.4285714285714286,0.3333333333333333,0.0,65,2,4,1
0.21621621621621623,0.07142857142857142,0.0,0.810958904109589,67,0,30,1
0.06836248012718601,0.0,0.0,0.2410958904109589,50,0,61,2
0.15580286168521465,0.4285714285714286,0.0,0.0958904109589041,130,1,34,0
0.0492845786963434,0.14285714285714285,0.0,0.0,100,0,12,0
0.1971383147853736,0.14285714285714285,0.0,0.9835616438356164,190,1,12,0
0.26391096979332274,0.2857142857142857,0.3333333333333333,1.0,249,1,19,1
0.604133545310016,0.14285714285714285,0.3333333333333333,0.6767123287671233,60,0,2,1
0.13672496025437203,0.07142857142857142,0.0,0.27945205479452057,135,1,6,0
0.3942766295707472,0.14285714285714285,0.6666666666666667,0.7506849315068493,175,1,20,0
0.07790143084260732,0.2857142857142857,0.0,0.5506849315068493,120,1,8,1
0.004769475357710652,0.4285714285714286,0.0,0.4301369863013699,165,1,15,0
0.001589825119236884,0.0,0.0,0.0,90,0,2,1
0.08903020667726551,0.07142857142857142,0.0,0.8547945205479452,225,1,28,1
0.2591414944356121,0.07142857142857142,0.3333333333333333,0.9068493150684932,95,0,13,0
0.3926868044515104,0.07142857142857142,0.3333333333333333,0.7534246575342466,55,0,15,0
0.18441971383147854,0.6428571428571428,0.0,0.4767123287671233,85,0,7,1
0.04292527821939587,0.9285714285714286,0.3333333333333333,0.6109589041095891,199,1,10,0
0.08267090620031797,0.0,0.6666666666666667,0.989041095890411,211,1,23,1
0.06200317965023848,0.3571428571428571,0.0,0.0,145,1,1,1
0.055643879173290944,0.9285714285714286,0.0,0.7753424657534247,65,0,2,1
0.5087440381558029,0.0,0.0,0.6027397260273972,99,1,2,1
0.04769475357710652,0.21428571428571427,0.0,0.9945205479452055,110,1,56,2
0.3577106518282989,0.14285714285714285,1.0,0.863013698630137,80,1,15,0
0.11128775834658189,0.21428571428571427,0.0,0.7753424657534247,110,1,6,0
0.055643879173290944,0.07142857142857142,0.0,0.0547945205479452,290,0,14,1
0.0,0.07142857142857142,0.0,0.0,87,0,19,1
0.0794912559618442,0.21428571428571427,0.0,0.9068493150684932,190,1,12,0
0.046104928457869634,0.07142857142857142,0.0,0.09863013698630137,200,1,12,0
0.03656597774244833,0.07142857142857142,0.3333333333333333,0.019178082191780823,165,1,16,0
0.22575516693163752,0.07142857142857142,0.3333333333333333,0.8246575342465754,110,1,2,1
0.11128775834658189,0.07142857142857142,0.0,0.4657534246575343,395,1,19,1
0.06041335453100159,0.07142857142857142,0.3333333333333333,0.8410958904109589,99,0,6,0
0.13036565977742448,0.0,0.3333333333333333,1.0,39,0,0,0
0.6406995230524642,0.07142857142857142,0.6666666666666667,0.5506849315068493,189,1,19,1
0.004769475357710652,0.0,0.0,0.0,85,0,8,1
0.2782193958664547,0.07142857142857142,0.0,0.38082191780821917,165,1,20,0
0.044515103338632754,0.14285714285714285,0.6666666666666667,0.5726027397260274,97,1,63,2
0.03815580286168522,0.21428571428571427,0.0,0.0,170,1,11,1
0.02384737678855326,0.07142857142857142,0.0,0.0,125,1,12,0
0.16693163751987283,0.21428571428571427,0.0,0.5287671232876713,130,0,5,1
0.03497615262321145,0.6428571428571428,0.0,0.14246575342465753,225,1,12,0
0.4181240063593005,0.07142857142857142,0.3333333333333333,0.3726027397260274,50,0,54,0
0.13672496025437203,0.14285714285714285,0.3333333333333333,0.7835616438356164,170,1,13,0
0.015898251192368842,0.21428571428571427,0.0,0.0,132,1,14,1
0.028616852146263912,0.4285714285714286,0.0,0.049315068493150684,250,1,16,0
0.012718600953895072,0.2857142857142857,0.0,0.024657534246575342,141,1,20,0
0.2384737678855326,0.14285714285714285,0.0,0.7589041095890411,249,1,12,0
0.18282988871224168,0.07142857142857142,0.0,0.0,79,0,15,0
0.109697933227345,0.07142857142857142,0.0,0.6383561643835617,185,1,19,1
0.3688394276629571,0.14285714285714285,0.0,0.6054794520547945,120,1,38,0
0.055643879173290944,0.0,0.0,0.9726027397260274,495,1,16,0
0.028616852146263912,0.14285714285714285,0.0,0.0,375,1,64,1
0.10810810810810811,0.14285714285714285,0.0,0.7589041095890411,175,1,64,1
0.03497615262321145,0.21428571428571427,0.0,0.0,150,1,19,1
0.02702702702702703,0.5,0.0,0.9397260273972603,259,1,2,1
0.05405405405405406,0.0,0.0,0.0,96,0,19,1
0.012718600953895072,0.4285714285714286,0.0,0.0,145,1,12,0
0.0,0.21428571428571427,0.0,0.0,200,1,14,1
0.003179650238473768,0.2857142857142857,0.0,0.0,95,1,8,1
0.08267090620031797,0.21428571428571427,0.0,0.5150684931506849,250,1,17,0
0.11764705882352942,0.07142857142857142,0.3333333333333333,0.7232876712328767,295,1,2,1
0.028616852146263912,0.14285714285714285,0.0,0.0,175,1,52,1
0.11446740858505565,0.07142857142857142,0.0,0.9068493150684932,451,1,12,0
0.30365659777424486,0.07142857142857142,0.0,0.6465753424657534,165,1,8,1
0.0,0.21428571428571427,0.0,0.0,250,1,28,1
0.31319554848966613,0.0,0.0,0.8465753424657534,77,1,65,4
0.030206677265500796,0.21428571428571427,0.0,0.0,250,1,23,1
0.65818759936407,0.0,0.0,0.6712328767123288,129,1,56,2
0.012718600953895072,0.07142857142857142,1.0,0.0,98,0,12,0
0.0,0.07142857142857142,0.0,0.021917808219178082,150,1,16,0
0.0397456279809221,0.4285714285714286,0.0,0.9835616438356164,95,0,19,1
0.32273449920508746,0.07142857142857142,0.6666666666666667,0.7068493150684931,300,1,2,1
0.16534181240063595,0.07142857142857142,0.0,0.06027397260273973,125,1,20,0
